,adam,gradient_descend,ada_grad,momentum,Nesterov,rms_prop
17356,[-6.77959824e-25 -1.16219353e-25],[-1.23407707e+00  1.43716594e-10],[-4.08960573e-02  1.32253369e-13],[-1.01761151e+00  3.03813440e-11],[-1.23407707e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17357,[-6.77959824e-25 -1.16219353e-25],[-1.23395366e+00  1.43716594e-10],[-4.08843855e-02  1.32253369e-13],[-1.01749844e+00  3.03813440e-11],[-1.23395366e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17358,[-6.77959824e-25 -1.16219353e-25],[-1.23383027e+00  1.43716594e-10],[-4.08727170e-02  1.32253369e-13],[-1.01738539e+00  3.03813440e-11],[-1.23383027e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17359,[-6.77959824e-25 -1.16219353e-25],[-1.23370688e+00  1.43716594e-10],[-4.08610519e-02  1.32253369e-13],[-1.01727234e+00  3.03813440e-11],[-1.23370688e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17360,[-6.77959824e-25 -1.16219353e-25],[-1.23358351e+00  1.43716594e-10],[-4.08493901e-02  1.32253369e-13],[-1.01715931e+00  3.03813440e-11],[-1.23358351e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17361,[-6.77959824e-25 -1.16219353e-25],[-1.23346015e+00  1.43716594e-10],[-4.08377316e-02  1.32253369e-13],[-1.01704629e+00  3.03813440e-11],[-1.23346015e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17362,[-6.77959824e-25 -1.16219353e-25],[-1.23333681e+00  1.43716594e-10],[-4.08260764e-02  1.32253369e-13],[-1.01693328e+00  3.03813440e-11],[-1.23333681e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17363,[-6.77959824e-25 -1.16219353e-25],[-1.23321348e+00  1.43716594e-10],[-4.08144246e-02  1.32253369e-13],[-1.01682029e+00  3.03813440e-11],[-1.23321348e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17364,[-6.77959824e-25 -1.16219353e-25],[-1.23309015e+00  1.43716594e-10],[-4.08027761e-02  1.32253369e-13],[-1.01670731e+00  3.03813440e-11],[-1.23309015e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17365,[-6.77959824e-25 -1.16219353e-25],[-1.23296684e+00  1.43716594e-10],[-4.07911309e-02  1.32253369e-13],[-1.01659434e+00  3.03813440e-11],[-1.23296684e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17366,[-6.77959824e-25 -1.16219353e-25],[-1.23284355e+00  1.43716594e-10],[-4.07794891e-02  1.32253369e-13],[-1.01648138e+00  3.03813440e-11],[-1.23284355e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17367,[-6.77959824e-25 -1.16219353e-25],[-1.23272026e+00  1.43716594e-10],[-4.07678506e-02  1.32253369e-13],[-1.01636844e+00  3.03813440e-11],[-1.23272026e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17368,[-6.77959824e-25 -1.16219353e-25],[-1.23259699e+00  1.43716594e-10],[-4.07562154e-02  1.32253369e-13],[-1.01625551e+00  3.03813440e-11],[-1.23259699e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17369,[-6.77959824e-25 -1.16219353e-25],[-1.23247373e+00  1.43716594e-10],[-4.07445835e-02  1.32253369e-13],[-1.01614259e+00  3.03813440e-11],[-1.23247373e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17370,[-6.77959824e-25 -1.16219353e-25],[-1.23235048e+00  1.43716594e-10],[-4.07329549e-02  1.32253369e-13],[-1.01602968e+00  3.03813440e-11],[-1.23235048e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17371,[-6.77959824e-25 -1.16219353e-25],[-1.23222725e+00  1.43716594e-10],[-4.07213297e-02  1.32253369e-13],[-1.01591679e+00  3.03813440e-11],[-1.23222725e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17372,[-6.77959824e-25 -1.16219353e-25],[-1.23210403e+00  1.43716594e-10],[-4.07097077e-02  1.32253369e-13],[-1.01580391e+00  3.03813440e-11],[-1.23210403e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17373,[-6.77959824e-25 -1.16219353e-25],[-1.23198082e+00  1.43716594e-10],[-4.06980891e-02  1.32253369e-13],[-1.01569104e+00  3.03813440e-11],[-1.23198082e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17374,[-6.77959824e-25 -1.16219353e-25],[-1.23185762e+00  1.43716594e-10],[-4.06864738e-02  1.32253369e-13],[-1.01557818e+00  3.03813440e-11],[-1.23185762e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17375,[-6.77959824e-25 -1.16219353e-25],[-1.23173443e+00  1.43716594e-10],[-4.06748619e-02  1.32253369e-13],[-1.01546534e+00  3.03813440e-11],[-1.23173443e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17376,[-6.77959824e-25 -1.16219353e-25],[-1.23161126e+00  1.43716594e-10],[-4.06632532e-02  1.32253369e-13],[-1.01535251e+00  3.03813440e-11],[-1.23161126e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17377,[-6.77959824e-25 -1.16219353e-25],[-1.23148810e+00  1.43716594e-10],[-4.06516478e-02  1.32253369e-13],[-1.01523969e+00  3.03813440e-11],[-1.23148810e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17378,[-6.77959824e-25 -1.16219353e-25],[-1.23136495e+00  1.43716594e-10],[-4.06400458e-02  1.32253369e-13],[-1.01512689e+00  3.03813440e-11],[-1.23136495e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17379,[-6.77959824e-25 -1.16219353e-25],[-1.23124181e+00  1.43716594e-10],[-4.06284471e-02  1.32253369e-13],[-1.01501409e+00  3.03813440e-11],[-1.23124181e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17380,[-6.77959824e-25 -1.16219353e-25],[-1.23111869e+00  1.43716594e-10],[-4.06168516e-02  1.32253369e-13],[-1.01490131e+00  3.03813440e-11],[-1.23111869e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17381,[-6.77959824e-25 -1.16219353e-25],[-1.23099558e+00  1.43716594e-10],[-4.06052595e-02  1.32253369e-13],[-1.01478854e+00  3.03813440e-11],[-1.23099558e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17382,[-6.77959824e-25 -1.16219353e-25],[-1.23087248e+00  1.43716594e-10],[-4.05936707e-02  1.32253369e-13],[-1.01467579e+00  3.03813440e-11],[-1.23087248e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17383,[-6.77959824e-25 -1.16219353e-25],[-1.23074939e+00  1.43716594e-10],[-4.05820852e-02  1.32253369e-13],[-1.01456305e+00  3.03813440e-11],[-1.23074939e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17384,[-6.77959824e-25 -1.16219353e-25],[-1.23062631e+00  1.43716594e-10],[-4.05705031e-02  1.32253369e-13],[-1.01445031e+00  3.03813440e-11],[-1.23062631e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17385,[-6.77959824e-25 -1.16219353e-25],[-1.23050325e+00  1.43716594e-10],[-4.05589242e-02  1.32253369e-13],[-1.0143376e+00  3.0381344e-11],[-1.23050325e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17386,[-6.77959824e-25 -1.16219353e-25],[-1.23038020e+00  1.43716594e-10],[-4.05473486e-02  1.32253369e-13],[-1.01422489e+00  3.03813440e-11],[-1.23038020e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17387,[-6.77959824e-25 -1.16219353e-25],[-1.23025716e+00  1.43716594e-10],[-4.05357763e-02  1.32253369e-13],[-1.0141122e+00  3.0381344e-11],[-1.23025716e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17388,[-6.77959824e-25 -1.16219353e-25],[-1.23013414e+00  1.43716594e-10],[-4.05242074e-02  1.32253369e-13],[-1.01399952e+00  3.03813440e-11],[-1.23013414e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17389,[-6.77959824e-25 -1.16219353e-25],[-1.23001112e+00  1.43716594e-10],[-4.05126417e-02  1.32253369e-13],[-1.01388685e+00  3.03813440e-11],[-1.23001112e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17390,[-6.77959824e-25 -1.16219353e-25],[-1.22988812e+00  1.43716594e-10],[-4.05010793e-02  1.32253369e-13],[-1.01377419e+00  3.03813440e-11],[-1.22988812e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17391,[-6.77959824e-25 -1.16219353e-25],[-1.22976513e+00  1.43716594e-10],[-4.04895203e-02  1.32253369e-13],[-1.01366155e+00  3.03813440e-11],[-1.22976513e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17392,[-6.77959824e-25 -1.16219353e-25],[-1.22964216e+00  1.43716594e-10],[-4.04779645e-02  1.32253369e-13],[-1.01354892e+00  3.03813440e-11],[-1.22964216e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17393,[-6.77959824e-25 -1.16219353e-25],[-1.22951919e+00  1.43716594e-10],[-4.04664120e-02  1.32253369e-13],[-1.0134363e+00  3.0381344e-11],[-1.22951919e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17394,[-6.77959824e-25 -1.16219353e-25],[-1.22939624e+00  1.43716594e-10],[-4.04548628e-02  1.32253369e-13],[-1.0133237e+00  3.0381344e-11],[-1.22939624e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17395,[-6.77959824e-25 -1.16219353e-25],[-1.22927330e+00  1.43716594e-10],[-4.04433170e-02  1.32253369e-13],[-1.0132111e+00  3.0381344e-11],[-1.22927330e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17396,[-6.77959824e-25 -1.16219353e-25],[-1.22915038e+00  1.43716594e-10],[-4.04317744e-02  1.32253369e-13],[-1.01309852e+00  3.03813440e-11],[-1.22915038e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17397,[-6.77959824e-25 -1.16219353e-25],[-1.22902746e+00  1.43716594e-10],[-4.04202351e-02  1.32253369e-13],[-1.01298596e+00  3.03813440e-11],[-1.22902746e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17398,[-6.77959824e-25 -1.16219353e-25],[-1.22890456e+00  1.43716594e-10],[-4.04086991e-02  1.32253369e-13],[-1.0128734e+00  3.0381344e-11],[-1.22890456e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17399,[-6.77959824e-25 -1.16219353e-25],[-1.22878167e+00  1.43716594e-10],[-4.03971664e-02  1.32253369e-13],[-1.01276086e+00  3.03813440e-11],[-1.22878167e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17400,[-6.77959824e-25 -1.16219353e-25],[-1.22865879e+00  1.43716594e-10],[-4.03856370e-02  1.32253369e-13],[-1.01264833e+00  3.03813440e-11],[-1.22865879e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17401,[-6.77959824e-25 -1.16219353e-25],[-1.22853592e+00  1.43716594e-10],[-4.03741109e-02  1.32253369e-13],[-1.01253581e+00  3.03813440e-11],[-1.22853592e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17402,[-6.77959824e-25 -1.16219353e-25],[-1.22841307e+00  1.43716594e-10],[-4.03625880e-02  1.32253369e-13],[-1.0124233e+00  3.0381344e-11],[-1.22841307e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17403,[-6.77959824e-25 -1.16219353e-25],[-1.22829023e+00  1.43716594e-10],[-4.03510685e-02  1.32253369e-13],[-1.01231081e+00  3.03813440e-11],[-1.22829023e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17404,[-6.77959824e-25 -1.16219353e-25],[-1.22816740e+00  1.43716594e-10],[-4.03395523e-02  1.32253369e-13],[-1.01219833e+00  3.03813440e-11],[-1.22816740e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17405,[-6.77959824e-25 -1.16219353e-25],[-1.22804458e+00  1.43716594e-10],[-4.03280393e-02  1.32253369e-13],[-1.01208586e+00  3.03813440e-11],[-1.22804458e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17406,[-6.77959824e-25 -1.16219353e-25],[-1.22792178e+00  1.43716594e-10],[-4.03165296e-02  1.32253369e-13],[-1.01197341e+00  3.03813440e-11],[-1.22792178e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17407,[-6.77959824e-25 -1.16219353e-25],[-1.22779899e+00  1.43716594e-10],[-4.03050232e-02  1.32253369e-13],[-1.01186096e+00  3.03813440e-11],[-1.22779899e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17408,[-6.77959824e-25 -1.16219353e-25],[-1.22767621e+00  1.43716594e-10],[-4.02935201e-02  1.32253369e-13],[-1.01174853e+00  3.03813440e-11],[-1.22767621e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17409,[-6.77959824e-25 -1.16219353e-25],[-1.22755344e+00  1.43716594e-10],[-4.02820203e-02  1.32253369e-13],[-1.01163612e+00  3.03813440e-11],[-1.22755344e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17410,[-6.77959824e-25 -1.16219353e-25],[-1.22743068e+00  1.43716594e-10],[-4.02705237e-02  1.32253369e-13],[-1.01152371e+00  3.03813440e-11],[-1.22743068e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17411,[-6.77959824e-25 -1.16219353e-25],[-1.22730794e+00  1.43716594e-10],[-4.02590305e-02  1.32253369e-13],[-1.01141132e+00  3.03813440e-11],[-1.22730794e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17412,[-6.77959824e-25 -1.16219353e-25],[-1.22718521e+00  1.43716594e-10],[-4.02475405e-02  1.32253369e-13],[-1.01129894e+00  3.03813440e-11],[-1.22718521e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17413,[-6.77959824e-25 -1.16219353e-25],[-1.22706249e+00  1.43716594e-10],[-4.02360538e-02  1.32253369e-13],[-1.01118657e+00  3.03813440e-11],[-1.22706249e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17414,[-6.77959824e-25 -1.16219353e-25],[-1.22693978e+00  1.43716594e-10],[-4.02245703e-02  1.32253369e-13],[-1.01107421e+00  3.03813440e-11],[-1.22693978e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17415,[-6.77959824e-25 -1.16219353e-25],[-1.22681709e+00  1.43716594e-10],[-4.02130902e-02  1.32253369e-13],[-1.01096187e+00  3.03813440e-11],[-1.22681709e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17416,[-6.77959824e-25 -1.16219353e-25],[-1.22669441e+00  1.43716594e-10],[-4.02016133e-02  1.32253369e-13],[-1.01084954e+00  3.03813440e-11],[-1.22669441e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17417,[-6.77959824e-25 -1.16219353e-25],[-1.22657174e+00  1.43716594e-10],[-4.01901397e-02  1.32253369e-13],[-1.01073722e+00  3.03813440e-11],[-1.22657174e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17418,[-6.77959824e-25 -1.16219353e-25],[-1.22644908e+00  1.43716594e-10],[-4.01786694e-02  1.32253369e-13],[-1.01062492e+00  3.03813440e-11],[-1.22644908e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17419,[-6.77959824e-25 -1.16219353e-25],[-1.22632644e+00  1.43716594e-10],[-4.01672024e-02  1.32253369e-13],[-1.01051262e+00  3.03813440e-11],[-1.22632644e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17420,[-6.77959824e-25 -1.16219353e-25],[-1.22620380e+00  1.43716594e-10],[-4.01557386e-02  1.32253369e-13],[-1.01040034e+00  3.03813440e-11],[-1.22620380e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17421,[-6.77959824e-25 -1.16219353e-25],[-1.22608118e+00  1.43716594e-10],[-4.01442781e-02  1.32253369e-13],[-1.01028808e+00  3.03813440e-11],[-1.22608118e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17422,[-6.77959824e-25 -1.16219353e-25],[-1.22595858e+00  1.43716594e-10],[-4.01328208e-02  1.32253369e-13],[-1.01017582e+00  3.03813440e-11],[-1.22595858e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17423,[-6.77959824e-25 -1.16219353e-25],[-1.22583598e+00  1.43716594e-10],[-4.01213669e-02  1.32253369e-13],[-1.01006358e+00  3.03813440e-11],[-1.22583598e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17424,[-6.77959824e-25 -1.16219353e-25],[-1.22571340e+00  1.43716594e-10],[-4.01099162e-02  1.32253369e-13],[-1.00995135e+00  3.03813440e-11],[-1.22571340e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17425,[-6.77959824e-25 -1.16219353e-25],[-1.22559083e+00  1.43716594e-10],[-4.00984688e-02  1.32253369e-13],[-1.00983913e+00  3.03813440e-11],[-1.22559083e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17426,[-6.77959824e-25 -1.16219353e-25],[-1.22546827e+00  1.43716594e-10],[-4.00870246e-02  1.32253369e-13],[-1.00972692e+00  3.03813440e-11],[-1.22546827e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17427,[-6.77959824e-25 -1.16219353e-25],[-1.22534572e+00  1.43716594e-10],[-4.00755837e-02  1.32253369e-13],[-1.00961473e+00  3.03813440e-11],[-1.22534572e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17428,[-6.77959824e-25 -1.16219353e-25],[-1.22522318e+00  1.43716594e-10],[-4.00641461e-02  1.32253369e-13],[-1.00950255e+00  3.03813440e-11],[-1.22522318e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17429,[-6.77959824e-25 -1.16219353e-25],[-1.22510066e+00  1.43716594e-10],[-4.00527117e-02  1.32253369e-13],[-1.00939038e+00  3.03813440e-11],[-1.22510066e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17430,[-6.77959824e-25 -1.16219353e-25],[-1.22497815e+00  1.43716594e-10],[-4.00412806e-02  1.32253369e-13],[-1.00927822e+00  3.03813440e-11],[-1.22497815e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17431,[-6.77959824e-25 -1.16219353e-25],[-1.22485565e+00  1.43716594e-10],[-4.00298528e-02  1.32253369e-13],[-1.00916608e+00  3.03813440e-11],[-1.22485565e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17432,[-6.77959824e-25 -1.16219353e-25],[-1.22473317e+00  1.43716594e-10],[-4.00184282e-02  1.32253369e-13],[-1.00905395e+00  3.03813440e-11],[-1.22473317e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17433,[-6.77959824e-25 -1.16219353e-25],[-1.22461070e+00  1.43716594e-10],[-4.00070069e-02  1.32253369e-13],[-1.00894183e+00  3.03813440e-11],[-1.22461070e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17434,[-6.77959824e-25 -1.16219353e-25],[-1.22448823e+00  1.43716594e-10],[-3.99955888e-02  1.32253369e-13],[-1.00882972e+00  3.03813440e-11],[-1.22448823e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17435,[-6.77959824e-25 -1.16219353e-25],[-1.22436579e+00  1.43716594e-10],[-3.99841740e-02  1.32253369e-13],[-1.00871763e+00  3.03813440e-11],[-1.22436579e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17436,[-6.77959824e-25 -1.16219353e-25],[-1.22424335e+00  1.43716594e-10],[-3.99727625e-02  1.32253369e-13],[-1.00860555e+00  3.03813440e-11],[-1.22424335e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17437,[-6.77959824e-25 -1.16219353e-25],[-1.22412092e+00  1.43716594e-10],[-3.99613542e-02  1.32253369e-13],[-1.00849348e+00  3.03813440e-11],[-1.22412092e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17438,[-6.77959824e-25 -1.16219353e-25],[-1.22399851e+00  1.43716594e-10],[-3.99499492e-02  1.32253369e-13],[-1.00838143e+00  3.03813440e-11],[-1.22399851e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17439,[-6.77959824e-25 -1.16219353e-25],[-1.22387611e+00  1.43716594e-10],[-3.99385474e-02  1.32253369e-13],[-1.00826938e+00  3.03813440e-11],[-1.22387611e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17440,[-6.77959824e-25 -1.16219353e-25],[-1.22375373e+00  1.43716594e-10],[-3.99271489e-02  1.32253369e-13],[-1.00815735e+00  3.03813440e-11],[-1.22375373e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17441,[-6.77959824e-25 -1.16219353e-25],[-1.22363135e+00  1.43716594e-10],[-3.99157537e-02  1.32253369e-13],[-1.00804533e+00  3.03813440e-11],[-1.22363135e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17442,[-6.77959824e-25 -1.16219353e-25],[-1.22350899e+00  1.43716594e-10],[-3.99043616e-02  1.32253369e-13],[-1.00793333e+00  3.03813440e-11],[-1.22350899e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17443,[-6.77959824e-25 -1.16219353e-25],[-1.22338664e+00  1.43716594e-10],[-3.98929729e-02  1.32253369e-13],[-1.00782133e+00  3.03813440e-11],[-1.22338664e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17444,[-6.77959824e-25 -1.16219353e-25],[-1.22326430e+00  1.43716594e-10],[-3.98815874e-02  1.32253369e-13],[-1.00770935e+00  3.03813440e-11],[-1.22326430e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17445,[-6.77959824e-25 -1.16219353e-25],[-1.22314197e+00  1.43716594e-10],[-3.98702051e-02  1.32253369e-13],[-1.00759738e+00  3.03813440e-11],[-1.22314197e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17446,[-6.77959824e-25 -1.16219353e-25],[-1.22301966e+00  1.43716594e-10],[-3.98588261e-02  1.32253369e-13],[-1.00748542e+00  3.03813440e-11],[-1.22301966e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17447,[-6.77959824e-25 -1.16219353e-25],[-1.22289735e+00  1.43716594e-10],[-3.98474503e-02  1.32253369e-13],[-1.00737348e+00  3.03813440e-11],[-1.22289735e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17448,[-6.77959824e-25 -1.16219353e-25],[-1.22277506e+00  1.43716594e-10],[-3.98360778e-02  1.32253369e-13],[-1.00726155e+00  3.03813440e-11],[-1.22277506e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17449,[-6.77959824e-25 -1.16219353e-25],[-1.22265279e+00  1.43716594e-10],[-3.98247086e-02  1.32253369e-13],[-1.00714963e+00  3.03813440e-11],[-1.22265279e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17450,[-6.77959824e-25 -1.16219353e-25],[-1.22253052e+00  1.43716594e-10],[-3.98133425e-02  1.32253369e-13],[-1.00703772e+00  3.03813440e-11],[-1.22253052e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17451,[-6.77959824e-25 -1.16219353e-25],[-1.22240827e+00  1.43716594e-10],[-3.98019797e-02  1.32253369e-13],[-1.00692583e+00  3.03813440e-11],[-1.22240827e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17452,[-6.77959824e-25 -1.16219353e-25],[-1.22228603e+00  1.43716594e-10],[-3.97906202e-02  1.32253369e-13],[-1.00681395e+00  3.03813440e-11],[-1.22228603e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17453,[-6.77959824e-25 -1.16219353e-25],[-1.22216380e+00  1.43716594e-10],[-3.97792639e-02  1.32253369e-13],[-1.00670208e+00  3.03813440e-11],[-1.22216380e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17454,[-6.77959824e-25 -1.16219353e-25],[-1.22204158e+00  1.43716594e-10],[-3.97679109e-02  1.32253369e-13],[-1.00659022e+00  3.03813440e-11],[-1.22204158e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17455,[-6.77959824e-25 -1.16219353e-25],[-1.22191938e+00  1.43716594e-10],[-3.97565610e-02  1.32253369e-13],[-1.00647837e+00  3.03813440e-11],[-1.22191938e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17456,[-6.77959824e-25 -1.16219353e-25],[-1.22179719e+00  1.43716594e-10],[-3.97452145e-02  1.32253369e-13],[-1.00636654e+00  3.03813440e-11],[-1.22179719e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17457,[-6.77959824e-25 -1.16219353e-25],[-1.22167501e+00  1.43716594e-10],[-3.97338711e-02  1.32253369e-13],[-1.00625472e+00  3.03813440e-11],[-1.22167501e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17458,[-6.77959824e-25 -1.16219353e-25],[-1.22155284e+00  1.43716594e-10],[-3.97225310e-02  1.32253369e-13],[-1.00614291e+00  3.03813440e-11],[-1.22155284e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17459,[-6.77959824e-25 -1.16219353e-25],[-1.22143068e+00  1.43716594e-10],[-3.97111942e-02  1.32253369e-13],[-1.00603112e+00  3.03813440e-11],[-1.22143068e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17460,[-6.77959824e-25 -1.16219353e-25],[-1.22130854e+00  1.43716594e-10],[-3.96998605e-02  1.32253369e-13],[-1.00591934e+00  3.03813440e-11],[-1.22130854e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17461,[-6.77959824e-25 -1.16219353e-25],[-1.22118641e+00  1.43716594e-10],[-3.96885301e-02  1.32253369e-13],[-1.00580757e+00  3.03813440e-11],[-1.22118641e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17462,[-6.77959824e-25 -1.16219353e-25],[-1.22106429e+00  1.43716594e-10],[-3.96772030e-02  1.32253369e-13],[-1.00569581e+00  3.03813440e-11],[-1.22106429e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17463,[-6.77959824e-25 -1.16219353e-25],[-1.22094219e+00  1.43716594e-10],[-3.96658791e-02  1.32253369e-13],[-1.00558406e+00  3.03813440e-11],[-1.22094219e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
17464,[-6.77959824e-25 -1.16219353e-25],[-1.22082009e+00  1.43716594e-10],[-3.96545584e-02  1.32253369e-13],[-1.00547233e+00  3.03813440e-11],[-1.22082009e+00  1.43716594e-10],[-7.14880497e-13 -4.99999950e-03]
17465,[-6.77959824e-25 -1.16219353e-25],[-1.22069801e+00  1.43716594e-10],[-3.96432409e-02  1.32253369e-13],[-1.00536061e+00  3.03813440e-11],[-1.22069801e+00  1.43716594e-10],[-7.14880497e-13  4.99999950e-03]
